id,language,title,url,numberOfLessons,notes,rank,monthPublished,extras,systemWhenCreated,systemWhoCreated
124,english,Learning RxJS,https://www.linkedin.com/learning/learning-rxjs/welcome,18,"###INFOS
//project: angularrxjs

###sec0,intro, 3
0.1;skimmed
0.2;skimmed;know typscript as well
0.3;skimmed

###sec1, asynchronous programming, 4
1.1;2020-07-30 14:33:49;https://www.linkedin.com/learning/learning-rxjs/evolution-of-asynchronous-programming; Angular didn't wait for data; callbacks; promise: resolve, reject; then we outgrew promises as well because of the concept of real time, we wanted messages delivered instantly
1.2;2020-07-30 15:57:21;https://www.linkedin.com/learning/learning-rxjs/the-observer-pattern; Christopher Alexander, ""A Pattern Language""; observer pattern: one object called the subject maintains a list of its dependents, called observers, but calling one of them methods; event-driven design
1.3; 2020-07-30 16:03:37 ; https://www.linkedin.com/learning/learning-rxjs/explore-the-reactivex-website; ReactiveX; subscribe instead of foreach; debounce; docs: https://rxjs-dev.firebaseapp.com/guide/overview ; Ben Lesh wrote RxJS
1.4;2020-07-30 16:21:05; https://www.linkedin.com/learning/learning-rxjs/database-observables ; Nowadays, we don't want our databases to sit around passively waiting for a query, we want our databases to notify us anytime something has changed.

##sec2, angular project and observable, 5
2.1;2020-07-30 16:27:01; https://www.linkedin.com/learning/learning-rxjs/set-up-an-angular-project ; `npm i -g @angular/cli`, worked well
//TODO: 2.1;ddddddddddddddd;https://www.linkedin.com/learning/learning-rxjs/create-an-observable; 

##sec3, take, map, filter, mergeMap, switchMap, 3
3.1;2020-08-28 15:54:41; https://www.linkedin.com/learning/learning-rxjs/take; got interval example to work and make howto
3.2;2020-08-28 16:32:08; https://www.linkedin.com/learning/learning-rxjs/map; created codeBit_rxjs_take to get take() to work; got map to work in codeBit_rxjs_map.ts

##sec4, wrap an api, 3",4.9992,2018-12,$info=good opportunity to see angular and advanced javascript;$kind=/wk/,2020-05-11 17:24:32,systemUnknown
125,english,JavaScript: Test-Driven Development (ES6),https://www.linkedin.com/learning/javascript-test-driven-development-es6/intro-video,43,"##sec0,4,intro
0.1;skimmed
0.2;skimmed
0.3;skimmed
0.4;skimmed;install node and mongodb

###sec1,6, tdd basics
1.1;skimmed; strategy
1.2;skimmed; strategy
1.3;skimmed; strategy
1.4;skimmed
1.5;skimmed
1.6;skimmed;unit, integration, end-to-end (user), Selenium, cypress.io

##sec2,9, unit tests
2.1;2020-08-21 15:09:26; https://www.linkedin.com/learning/javascript-test-driven-development-es6/the-purpose-of-unit-testing smallest chunks of functionality, should cover a representative range of inputs; cover edge cases; passing different types

##sec3,6, integration tests

##sec4,4, end-to-end tests

##sec5,6, tdd workflows

##sec6,6, real-world example

##sec7,2, running tests",4.9444,2019-11,$info=very good intro to get you up to speed in javascript testing,2020-05-11 17:28:35,systemUnknown
126,english,Learning Functional Programming with JavaScript ES6+,https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/a-functional-approach-to-transform-code,43,"###INFO
// project: functionales6

###sec0,5,intro
0.1;skimmed; like Haskell and LISP
0.2;skimmed; need node installed, OOP, ES6, etc.
0.3;skimmed; install node
0.4;2020-05-18 16:59:22;https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/setting-up-the-project; `npm i @babel/core @babel/node @babel/preset-env`, .gitignore: `**/node_modules`
0.5;2020-05-18 17:25:12; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/setting-up-the-project-hello-world;`npx babel-node src/thefile.js` (but `node <filename.js>` worked as well, always try both)

###sec1,9,functional concepts
1.1;2020-05-19 10:37:38; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/the-goal-of-functional-programming; goal: code is easy to test and modify, OOP is more complicated than the simply examples
1.2; 2020-05-19 10:41:35; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/declarative-vs-imperative-programming; functional programming is declarative instead of imperative (OOP), functional programming puts more focus on what things are than on how to get them, e.g. functional: a house has four walls and a roof, imperative: to make a house you have to pour concrete, then put a roof on top, imperative (OOP) asks how, declarative (functional) asks what
1.3; 2020-05-19 11:57:53; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/immutability; in functional programming when we say that x = 3, we don't mean that x is a variable that could contain other values, but literally that x equals 3, and that it will always equal 3, in OOP it is hard to tell what state the program is in since variables change their values, in functional programming the original data stays intact
1.4;2020-05-25 16:52:32; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/separation-of-data-and-functions; separation of data and functions is where functional programming contrasts with OOP, in OOP you access data with object methods, but in functional programming, data is represented in simple arrays and hashes, or JavaScript objects, functions return a modified copy
1.5;2020-05-25 16:57:27; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/object-oriented-to-functional-approach; in OOP if you give direct access to internal data, then users of objects have to take care of integrity, e.g. after changing first name, change initials, in functional programming we don't have to worry about keeping our data private because programmers can't alter the data in unwanted ways because data is immutable anyway
1.6;2020-05-25 17:10:12; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/first-class-functions; in OOP, data and functions are different kinds of entities, we would never think of passing functions as parameters of other functions or returning functions from a function, in functional programming functions work in isolation to data, all data is passed through arguments, in functional programming you make every function pure--there is no state
1.7;2020-06-03 16:58:18; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/ensuring-immutability-eslint; no private variables, we can't make changes to any piece of data, but you can redefine contents of arrays, or `numbers.reverse()`, eslint prevents this, it will inform us of accident mutation,
1.8;2020-06-04 11:12:51; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/ensuring-immutability-install-eslint; `npm init -y`, `npm i eslint -D`, `npx eslint --init`, Airbnb style guide and downgrade, created `eslintrc.js`
1.9;2020-06-04 13:54:28; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/ensuring-immutability-finalize-eslint ; `npm i -D eslint-plugin-immutable`, 'immutable/no-mutation':2 as error, shows how to use eslint: `npx eslint .`

###sec2,8, functions and closure
2.1;2020-06-05 16:08:38; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/arrow-functions-in-es6 ; do second kind of function, there are seven ways to write a function
2.2;2020-06-05 17:05:33; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/functions-as-data ; tertiary function defintion, good for mocking
2.3;2020-06-08 12:44:40; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/functions-as-data-continued ; create an array of functions
2.4;2020-06-08 13:30:35;https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/passing-functions-as-arguments; created howto
2.5;2020-06-08 13:51:35;https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/returning-functions ; known as a function factory
2.6;2020-06-08 14:37:33;https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/closure; internal variables are still available in the function after being sent back
2.7;2020-06-08 17:10:18; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/implement-private-variable ; _variableName means you shouldn't use the variable outside the class, object destructuring
2.8; 2020-06-11 11:37:56 ; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/higher-order-functions ; higher-order functions: functions that take functions as parameters or return functions,

###sec3,11,functional parts
3.1;2020-06-11 17:22:47; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/javascript-functional-parts ; map, filter, reduce, and sort for transforming array data
3.2;2020-06-11 17:27:21;https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/the-spread-operator ; ES6's predecessor CommonJS, spread operator, for objects and arrays
3.3; 2020-06-12 13:00:01; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/mapping ; use map when you want to convert each element in another element all in a new array, e.g. an array of inch measurements to centimeter measurements, or customer elements into only people's names, you call map() on an array and pass it a function to act on each element
3.4; 2020-06-12 15:51:07; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/filtering ; use filter to find all the even numbers
3.5;2020-06-12 16:21:17; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/every-some ; either a few or all
3.6; 2020-06-12 17:19:57 ; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/slicing ; slice() not a higher-order function (doesn't take a function as an argument), these functions mutate the array: sort(), reverse(), push(8), pop(), but functional programming prohibits mutations, turn mutating functions into non mutating functions, slice returns a copy
3.7; 2020-06-15 16:31:22 ; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/sorting ; sort is a mutating function
3.8; 2020-06-16 10:48:23 ; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/reducing ; useful as map, accumulator, reduce is the hardest of the JavaScript functions to grasp
3.9;2020-06-16 13:22:35; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/combining-functions ; combines them but not with chaining
3.10;skimmed;challenge
3.11;2020-06-16 13:33:29; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/solution-recreate-the-map-function ; shows two ways to recreate .map(), with for() and .reduce()

###sec4,4, currying etc.
4.1;2020-06-19 11:02:33; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/advanced-functional-concepts; immutability, separating functions and data, first-class functions, also recursion and partial application
4.2;2020-06-19 11:07:52; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/currying-and-partial-application ; currying allows you to make new functions with fixed parameters 
4.3;2020-06-19 14:57:17; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/recursion ; make sure recusive function can exit
4.4;2020-06-19 15:24:15; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/functions-as-objects ; bind() enables currying

##sec5,6, challenges
5.1;skimmed; showed challenge
5.2; 2020-06-25 11:25:28; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/solution-convert-array;  very good example of using .reduce() to create a JavaScript object
5.3; skimmed; showed challenge
5.4; 2020-06-25 15:15:59 ; https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/solution-anagrams; works well, finds anagrams
5.5; skimmed; showed challenge
5.6; 2020-06-26 11:53:28;https://www.linkedin.com/learning/learning-functional-programming-with-javascript-es6-plus/solution-error-messages; compares form data to rules",-4.9922,2019-06,$info=excellent tutorial for advanced javascript;$kind=/wk/,2020-05-11 17:32:31,systemUnknown
127,french,L'essentiel de NoSQL,https://www.linkedin.com/learning/l-essentiel-de-nosql/bienvenue-dans-l-essentiel-de-nosql,29,"###sec0,1,intro
0.1;skimmed

##sec1,5, nosql
1.1;2020-05-12 17:31:35;https://www.linkedin.com/learning/l-essentiel-de-nosql/comprendre-le-modele-nosql; SQL, has impedence, XML, graph, document: JSON, JavaScript

##sec2,4, key-value

##sec3,5, json, mongodb, couchbase

##sec4,6, cassandra, scylladb, hbase, bigtable

##sec5,3, neo4j, tinkerpop

##sec6,5, influxdb

###VOCAB
on s'est dit alors
so we said

Ensuite
Then

en rapport avec
related to",4.89,2019-12,"$info=many different kinds of databases looked at, just watch these",2020-05-12 17:13:56,systemUnknown
128,english,Learning Gitlab,https://www.linkedin.com/learning/learning-gitlab-2,18,"###sec0,2, intro
0.1; skimmed
0.2; skimmed; for beginners

##sec1,7, how to use, no setup
1.1;skimmed
1.2; 2020-05-18 23:04:18; https://www.linkedin.com/learning/learning-gitlab-2/setting-up-an-account-on-gitlab-com; signed up at gitlab.com
1.3;2020-05-18 23:07:45; https://www.linkedin.com/learning/learning-gitlab-2/markdown-basics; markdown, headings, bullets, numbers, can combine lists, underscore and stars for bold and italic, images `![img](/images/logo.png)`, escaping with backslash, https://docs.gitlab.com/ee/user/markdown.html
1.4;2020-05-18 23:13:31;https://www.linkedin.com/learning/learning-gitlab-2/your-first-gitlab-project; GitLab project = repository plus wiki and issue tracking, CI/CD for external repo to use CI/CD features with an existing GitHub repository, there's a NodeJS Express template


##sec2,6, branches etc.

##sec3,3, todos, issues, milestones",4.7,2019-09,"$info=just basic use, doesn't set it up",2020-05-18 23:22:52,systemUnknown
129,english,Learning Chef,https://www.linkedin.com/learning/learning-chef,28,"###sec0,3, intro
0.1;skimmed; building thousands of servers with scripts, integrates with Azure, AWS
0.2;skimmed; you should know your way around the Bash shell
0.3;skimmed; will set up with Vagrant and VirtualBox, servers are called nodes, course manages Centos nodes with AWS

##sec1,6, get started
1.1;2020-05-22 15:48:34; https://www.linkedin.com/learning/learning-chef/what-is-configuration-management; package httpd do acion :install, ruby syntax, variables in a config file
1.2;2020-05-22 16:01:52; https://www.linkedin.com/learning/learning-chef/configuration-management-platforms; Puppet, RightScale, CFEngine, Chef, Salt, Ansible, idempotence, n. the quality of being able to be repeated as often as necessary without causing unintended effects, configuration management platforms prevent drift over time, Ruby is required, compatibility with every cloud provider

##sec2,8, recipes, cookbooks, ruby

##sec3,5, AWS and kitchen

##sec4,6, supermarket",4.811,2017-05,$info=seems like an overview; $kind=/devops/wk/automation/,2020-05-19 13:27:58,systemUnknown
131,english,Learning Puppet,https://www.linkedin.com/learning/learning-puppet,31,"###sec0,3,intro
0.1;skimmed; move on from adhoc scripts, define your infrastruture as code, set up puppet master
0.1;skimmed;github, sandbox environment based on vagrant and virtualbox
0.2;skimmed; run vagrant commands

##sec1,1,intro
1.1;2020-05-22 14:26:51; https://www.linkedin.com/learning/learning-puppet/what-is-puppet; Puppet is a language for describing the desired state of your infrastructure, a configuration management tool, like Chef, Ansible, Salt
1.2;2020-05-22 14:51:56;https://www.linkedin.com/learning/learning-puppet/create-a-sandbox; install VirtualBox that is managed by Vagrant, install both, https://www.vagrantup.com, vagrant file: infos about machine, ruby file, ""vagrant up"" provisions our VM, not clear about setting up VirtualBox or if we are supposed to make one, ect
1.3; 2020-05-22 15:02:25;https://www.linkedin.com/learning/learning-puppet/install-your-puppet-master; `https://puppet.com/docs`, log into master: `vagrant ssh`, must be in same directory as vagrant file, install package, `yum install -y puppetserver vim git`, `yum install -y epel-release`, `vim /etc/sysconfig/puppet`, not really clear how so much is set up so far, ""Init settings for puppetserver"", `systemctl start puppetserver`, `systemctl enable puppetserver`, internal version of Ruby and Gem, set up now, test: `puppet agent -t`

##sec2,4, puppet master

##sec3,8, basics and nginx

##sec4,8, more nodes

##sec5,7, modules",4.6500,2019-10,$info=looks like a good overview;$kind=/devops/wk/automation/,2020-05-19 13:36:00,systemUnknown
132,english,Ansible Essential Training,https://www.linkedin.com/learning/l-essentiel-d-ansible,37,"##sec0,1, intro

##sec1,3, install

##sec2,11, tasks, playbook

##sec3,7, roles and galexy

##sec4,3, secrets

##sec5,3, manage network

##sec6,3, callback
##sec7,3, modules
##sec8,3, AWX tower",4.888,2020-04,$info=extensive training on Ansible and in French;$kind=/wk/devops/automation/,2020-05-19 13:46:49,systemUnknown
133,english,Automation with Azure Powershell and ARM Templates,https://www.linkedin.com/learning/automation-with-azure-powershell-and-arm-templates,29,"##sec0,3, intro

##sec1,5, arm templates

##sec2,3, resource groups

##sec3,3, cloud aware

##sec4,2, cloud optimized

##sec5,5, cloud invested

##sec6,3, customization
##sec7,3, VSTS pipeline
##sec8,2, best practices",4.877,2019-00,$info=has overview of ARM templates;$kind=/devops/wk/cloud/,2020-05-19 16:39:23,systemUnknown
134,french,L'essentiel d'Ansible,https://www.linkedin.com/learning/l-essentiel-d-ansible/bienvenue-dans-l-essentiel-d-ansible,34,"##sec0,1,intro
0.1;skimmed

##sec1,3, aborder
1.1;2020-05-19 17:13:47; https://www.linkedin.com/learning/l-essentiel-d-ansible/decouvrir-ansible; infrastructur avec du code, YAML, installer SSH et Python, ansible.cfg
1.2;2020-05-20 22:28:13; https://www.linkedin.com/learning/l-essentiel-d-ansible/connaitre-l-environnement-de-travail; four virtual CentOS-7 machines, `ssh ansible@control`, `ssh-keygen`, `ssh-copy-id web1`
1.3;2020-05-20 22:58:28;https://www.linkedin.com/learning/l-essentiel-d-ansible/installer-ansible; installs python: `sudo yum install python`

##sec2,11, tasks

##sec3,7, Galaxy

##sec4,3, secrets

##sec5,3, network

##sec6,3, centraliser
##sec7,3, modules
##sec8,3, AWX tower

###VOCAB
en tant que root
as root

s'appuie sur
relies on

récolter
to harvest",4.899,2020-04,$info=very recent and French; $kind=/devops/wk/automation/,2020-05-19 16:44:49,systemUnknown
135,english,"Choosing a Cloud Platform for Developers: AWS, Azure, and GCP",https://www.linkedin.com/learning/choosing-a-cloud-platform-for-developers-aws-azure-and-gcp,21,"##sec0,2, intro

##sec1,3, on-premise

##sec2,4, current providers

##sec3,3, the three main ****

##sec4,3, compliance

##sec5,3, human resources

##sec6,3, evaluate

##sec7,3, adaptability",4.64500,2019-06,$info=see three current providers otherwise powerpoint-presentation-like; $kind=/devops/wk/cloud/,2020-05-19 16:53:19,systemUnknown
136,english,Serverless Architecture,https://www.linkedin.com/learning/serverless-architecture/understand-serverless,33,"##sec0,2, intro
0.1;2020-07-02 12:58:29; https://www.linkedin.com/learning/serverless-architecture/understand-serverless; RBAC = Role-based access control, used by the majority of enterprises with more than 500 employees, serverless Lambda, NoSQL, Cloud Data Lake = a centralized repository that allows you to store all your data in one centralized repository at any scale
0.2;2020-07-02 13:10:18; https://www.linkedin.com/learning/serverless-architecture/what-you-should-know | Background patterns; Gang of Four = design pattern book (Gama, Helm, Johnson, Vlissides) which showed three groups of design patterns: creational, structural, behavioral, and DDD (Domain-Driven Design) = place the project's primary focus on the core domain and domain logic

##sec1,8,cost and patterns
1.1;2020-07-02 13:15:18; https://www.linkedin.com/learning/serverless-architecture/defining-serverless-applications ; serverless services = services for compute, data and more, code and call functions (not containers or servers), these simply exist in the cloud, you're working at the level of a function, not that of a container, server, or virtual machine, your functions execute on triggers, undertand the new world of data expressed as events, you pay for these services only when executed, vendor will auto-scale these services for you
1.2;2020-07-06 16:26:14; https://www.linkedin.com/learning/serverless-architecture/save-money-serverless-census-example; using serverless architecture enables you to scale more easily, e.g. if your application becomes more popular
1.3;2020-07-06 16:33:44;https://www.linkedin.com/learning/serverless-architecture/categories-and-base-architecture; serverless does not mean AWS Lambda alone, types of serverless services: (1) STORAGE, in batches or streams, (2) compute (AWS LAMBDA, Azure functions), (3) OTHER (machine learning), Amazon was pioneer: lambda x 3, object buckets x 2, DynamoDB, 2014 AWS Lambda, 2016 Azure Functions, 2018: Alibab, Pivotal, GCP all launched cloud functions
1.4;2020-07-06 16:49:33;https://www.linkedin.com/learning/serverless-architecture/which-use-cases-are-best-serverless; three use cases for serverless: 1. high volume of activities (you can break up your application, if you don't know if it will be sucessful, zero cost until it's used, 2. if you don't know when function will run, infrequently, 3. scheduled tasks or jobs
1.5;2020-07-06 16:56:19; https://www.linkedin.com/learning/serverless-architecture/reviewing-the-cost-of-cloud-functions; AWS Lambda: 1 million free requests per month, take advantage of the free tier particularly with serverless services, with services no need to load balancers, etc. 

##sec2,10, events and microservices

##sec3,8, eight patterns

##sec4,5, more patterns",4.911111,2019-02,$info=patterns look interesting;$kind=/devops/wk/terry/jamstack/,2020-05-20 10:11:56,systemUnknown
137,french,Google Cloud Platform Essential Training,https://www.linkedin.com/learning/l-essentiel-de-google-cloud-platform/aborder-google-cloud-platform,67,"// watch only

###sec0,1,intro
0.1;skimmed

##sec1,10,create account, discover
1.1;2020-05-29 00:09:14;https://www.linkedin.com/learning/l-essentiel-de-google-cloud-platform/aborder-google-cloud-platform; IaaS, PaaS, Big Data, FileStore, Cloud SQL, Firestore (NoSQL), Cloud Functions; BigQuery, Hadoop, Fibre (network)
1.2;2020-05-29 00:19:15;https://www.linkedin.com/learning/l-essentiel-de-google-cloud-platform/creer-un-compte; 300 Dollar for each account for 12 months, created a project
1.3;2020-07-07 05:32:31;https://www.linkedin.com/learning/l-essentiel-de-google-cloud-platform/utiliser-la-console; Compute Engine, Cloud SQL, Kubernetes, AI and ML
##sec2,5, computing services

##sec3,8 computer engine

##sec4,7, kubernetes

##sec5,12, buckets, etc.

##sec6,7, databases
##sec7, 5, Firestore, NoSQL
##sec8, 6, VPC
##sec9, 6, stackdriver, wordpress

###VOCAB
PR. si vous êtes prèt à déployer
PRAY-ah

renseignez vos informations
enter your information",4.91,2019-01,"$info=not powerpoint but using the cloud interface software, thorough and en français;$kind=/devops/wk/cloud/watch/",2020-05-20 11:16:12,systemUnknown
138,english,Azure: Microservices essential training,https://www.linkedin.com/learning/azure-microservicios-esencial,28,"##sec0,1, intro

##sec1,6, architecture

##sec2,10, solution in ASP.NET

##sec3,2, devops

##sec4,3, docker compose

##sec5,4, service fabric

##sec6,2, API",4.877,2019-08,"$info=some powerpoint at the beginning, but lots of live examples and en español;$kind=/devops/wk/cloud/",2020-05-20 11:31:10,systemUnknown
139,english,Learning Amazon Web Services (AWS) for Developers,https://www.linkedin.com/learning/learning-amazon-web-services-aws-for-developers-2,26,"##sec0,1, intro

##sec1,3,look at AWS

##sec2,8, users and pools

##sec3,4, developers, lambda***

##sec4,4, SQS, SNS, Lambda***

##sec5,6, Beanstalk***, Lambda***",4.8777,2020-02,$info=good overview and developer-based;$kind=/cloud/devops/wk/,2020-05-20 16:36:45,systemUnknown
140,english,JavaScript: Async,https://www.linkedin.com/learning/javascript-async,26,"###INFO
// openweathermap.org, Cloud4481Phone$, bbb1b9c4fb8fc03e925a1e49e97606dd
// project: jsasync

###sec0,4,intro with OpenWeatherMap API
0.1;skimmed
0.2;skimmed
0.3;skimmed
0.4;2020-06-16 16:52:43;https://www.linkedin.com/learning/javascript-async/getting-an-openweathermap-api-key; signed up at https://openweathermap.org

###sec1,5, callbacks
1.1;2020-06-23 16:45:09;  https://www.linkedin.com/learning/javascript-async/understanding-what-asynchronous-means ; synchronous: movies, in line, called blocking processes, but restaurants work on the asynchronous model, many people are at different stages of the process, things happen simultaneously
1.2;2020-06-26 14:35:36; https://www.linkedin.com/learning/javascript-async/defining-asynchronous-programming ; blocking, JavaScript only has a single thread, basics
1.3;2020-07-06 17:24:43; https://www.linkedin.com/learning/javascript-async/understanding-callbacks ; three setTimeouts wait various amounts of time
1.4;2020-07-06 17:48:58;https://www.linkedin.com/learning/javascript-async/building-code-using-a-callback; XMLHttpRequest(), `npm i openweather-apis` worked
1.5;2020-07-07 11:39:35; https://www.linkedin.com/learning/javascript-async/implementing-a-fail-callback; example in Browser, redid in Node.js

###sec2,8, promises
2.1;2020-07-07 12:27:50;https://www.linkedin.com/learning/javascript-async/understanding-the-async-await-model; Promises are a clear step foward from callbacks in terms of code organization; async and await keywords became part of JavaScript in 2017, async and await are just syntactical sugar
2.2;2020-07-07 15:13:57;https://www.linkedin.com/learning/javascript-async/building-code-using-async-await; `responses.push(await get(urls[0]))`, was on frontend not node.js and so a bit hard to follow
2.3;2020-08-04 13:09:59; https://www.linkedin.com/learning/javascript-async/working-with-a-returned-promise ; you can chain
2.4;2020-08-04 13:28:30; https://www.linkedin.com/learning/javascript-async/working-with-a-rejected-promise ; how to use reject
2.5;2020-08-04 13:35:06; https://www.linkedin.com/learning/javascript-async/specifying-a-default-promise-handler ; finally seems to happen before the second then()
2.6;2020-08-04 13:41:50;https://www.linkedin.com/learning/javascript-async/batching-multiple-promises-preparation ; if you need more than one promise to finish before processing a result, promise.all() returns an array of results 
2.7;2020-08-04 13:49:55; https://www.linkedin.com/learning/javascript-async/batching-multiple-promises-implementation ; Promise.all() seems to process in order
2.8;2020-08-04 14:20:34;https://www.linkedin.com/learning/javascript-async/polyfilling-promises; Promises became part of JavaScript in 2015.; supported by all major browsers; polyfil available, code here: https://github.com/taylorhakes/promise-polyfill, and CDN used like this: <script src=""https://cdn.jsdelivr.net/npm/promise-polyfill@8/dist/polyfill.min.js""></script>

###sec3, async/await, 4
3.1;2020-08-04 14:27:28; https://www.linkedin.com/learning/javascript-async/understanding-the-async-await-model ; newer way to work with async code; async/await became a part of JavaScript in 2017, they use promises under the hood.
3.2; 2020-08-04 14:37:06; https://www.linkedin.com/learning/javascript-async/building-code-using-async-await ; async/await are just syntactic sugar around promises
3.3; 2020-08-04 15:31:45; https://www.linkedin.com/learning/javascript-async/handling-errors-with-async-await ; async/await doesn't have .catch() like promises
3.4;2020-08-04 15:58:57; https://www.linkedin.com/learning/javascript-async/transpiling-async-await-code ; async/await became part of JavaScript in 2017, but making async/await backward compatible requires transpiling, e.g. with Babel

###sec4, web workers, 5
4.1;2020-08-04 16:51:05; https://www.linkedin.com/learning/javascript-async/what-is-a-web-worker ; with a single thread, the browser can only do one thing at a time; web workers enable multiple threads; with a web worker, you can execute code outside the browser thread, best used in a web app that does heavy processing, e.g. complex mathematical operations; 
4.2;2020-08-04 16:58:41; https://www.linkedin.com/learning/javascript-async/creating-a-web-worker ; `const worker = new Worker('_scripts/filter-worker.js')`
4.3;2020-08-04 17:13:18; https://www.linkedin.com/learning/javascript-async/sending-data-to-a-web-worker ; `worker.postMessage('Hello worker')`, then in the worker file: `this.addEventListerner('message', (e) => {});`; `const workerResult = applyFilter(e.data.filter, e.data.level, e.data.image)`
4.4;2020-08-04 17:21:28; https://www.linkedin.com/learning/javascript-async/returning-data-from-a-web-worker ; web worker file is receiving messages from the app; create event listener; inside get back from worker a message
4.5;2020-08-04 17:28:14; https://www.linkedin.com/learning/javascript-async/web-workers-service-workers-and-websockets ; https://caniuse.com ; a server worker can perform some of what a web worker can do, and is optimized to make network requests; also WebSocket maintains a persistent connection but do not run in their own threads and so have direct access to the dom",-4.899,2019-10,"$info=is about async/promise, but it's in an HTML page, not node.js so a bit hard to follow async;$kind=/wk/",2020-05-20 16:47:18,systemUnknown
141,english,JavaScript: Closures,https://www.linkedin.com/learning/javascript-closures/welcome,10,"###INFO
// project: 

###sec0,3, intro
0.1;skimmed
0.2;skimmed
0.1;skimmed; weather api

##sec1,4, nesting functions and closures
// started but a bit unorganized: 1.1;2020-08-03 12:56:55; https://www.linkedin.com/learning/javascript-closures/local-and-global-scope ; 

##sec2,3, module pattern",3.8883,2018-06,$info=short but on closures;$kind=/wk/,2020-05-20 16:50:16,systemUnknown
142,english,JavaScript: Prototypes,https://www.linkedin.com/learning/javascript-prototypes,,"##sec0,2,intro

##sec1,2, object literals

##sec2,4, prototype

##sec3,2, ES6 classes",4.8222,2018-05,$info=short but prototypes;$kind=/wk/,2020-05-20 16:52:19,systemUnknown
